word,sw,phonetic,definition,translation,pos,collins,oxford,tag,bnc,frq,word_lower
threaten,threaten,'θretn,"v. to utter intentions of injury or punishment against:""He threatened me when I tried to call the police""
v. to be a menacing indication of something:""The clouds threaten rain""","vt. 恐吓, 威胁, 预示...的凶兆
vi. 威胁, 恫吓, 可能来临",v:100,4,1,cet4 cet6 ky toefl,1390,1395,threaten
relief,relief,ri'li:f,"n. the feeling that comes when something burdensome is removed or reduced
n. the condition of being comfortable or relieved (especially after being relieved of distress)
n. (law) redress awarded by a court
n. assistance in time of difficulty","n. 减轻, 解除, 救济, 安慰, 调剂, 浮雕, 换班, (地势的)起伏
[医] 缓减, 减轻, 浮雕(绘画中)",n:100,4,1,gk cet4 cet6 ky toefl ielts,1391,1812,relief
demonstrate,demonstrate,'demәnstreit,v. march in protest; take part in a demonstration,"vt. 示范, 证明
vi. 示威",v:100,3,1,cet4 cet6 ky toefl ielts gre,1392,1379,demonstrate
commit,commit,kә'mit,"v. cause to be admitted; of persons to an institution
v. engage in or perform","vt. 委托(托付), 犯罪, 指派...作战, 使承担义务
[法] 犯, 做, 把...交托给",v:100,4,1,gk cet4 cet6 ky toefl ielts gre,1393,1394,commit
technical,technical,'teknikl,"n. a pickup truck with a gun mounted on it
a. of or relating to technique or proficiency in a practical skill
a. characterizing or showing skill in or specialized knowledge of applied arts and sciences
a. of or relating to a practical subject that is organized according to scientific principles","a. 技术上的, 专门的, 工业的, 严格根据法律的
[化] 技巧",j:99/n:1,3,1,gk cet4 cet6 ky toefl ielts,1394,2064,technical
grant,grant,grænt,"n. any monetary aid
n. the act of providing a subsidy
n. (law) a transfer of property by deed of conveyance
n. Scottish painter; cousin of Lytton Strachey and member of the Bloomsbury Group (1885-1978)","n. 授予, 授予物, 允许
vt. 允许, 承认, 授与
[计] 授权命令",n:34/v:66,4,1,cet4 cet6 ky ielts gre,1395,1907,grant
actual,actual,'æktʃuәl,"a. presently existing in fact and not merely potential or possible
s. taking place in reality; not pretended or imitated
s. being or reflecting the essential or genuine character of something
s. existing in act or fact","a. 真实的, 实际的, 现行的
[医] 实际死亡率",j:100,3,1,gk cet4 ky toefl,1396,1739,actual
strange,strange,streindʒ,"a. being definitely out of the ordinary and unexpected; slightly odd or even a bit weird
s. not known before","a. 奇怪的, 陌生的, 生疏的, 不熟悉的, 不可思议的, 外行的, 外地的, 异乡的",j:100,4,1,zk gk,1397,1580,strange
repeat,repeat,ri'pi:t,"n. an event that repeats
v. to say, state, or perform again
v. to say again or imitate
v. do over","n. 重复, 反复
vt. 重做, 重复, 复述, 使再现, 复制
vi. 重复
[计] 重复",n:7/v:93,4,1,zk gk cet4 cet6 ky toefl,1398,1602,repeat
bus,bus,bʌs,"n. a vehicle carrying many passengers; used for public transport
n. a car that is old and unreliable
v. send or move around by bus
v. ride in a bus","n. 公共汽车
[计] 总线; 汇流条; 母线",v:2/n:98,3,1,zk gk ielts,1399,1453,bus
regulation,regulation,.regju'leiʃәn,"n. an authoritative rule
n. the state of being controlled or governed
n. (embryology) the ability of an early embryo to continue normal development after its structure has been somehow damaged or altered
n. the act of bringing to uniformity; making regular","n. 规则, 管理, 调整
[计] 调整; 规章; 规则; 调节",n:100,3,1,gk cet4 cet6 ky toefl ielts,1400,1675,regulation
mountain,mountain,'mauntin,n. a land mass that projects well above its surroundings; higher than a hill,"n. 山, 山脉, 大堆",n:100,4,1,zk gk ielts,1402,1240,mountain
coffee,coffee,'kɒfi,"n. a beverage consisting of an infusion of ground coffee beans
n. any of several small trees and shrubs native to the tropical Old World yielding coffee beans","n. 咖啡, 咖啡色
[医] 咖啡, 咖啡豆",n:100,3,1,zk gk ielts,1403,1388,coffee
wage,wage,weidʒ,n. something that remunerates,"n. 工资, 报应, 报偿
vt. 开展, 进行
vi. 进行",v:20/n:80,3,1,gk cet4 cet6 ky toefl gre,1404,2586,wage
song,song,sɒŋ,"n. a short musical composition with words
n. a distinctive or characteristic sound
n. the act of singing
n. a very small sum","n. 歌, 曲, 鸣声, 歌唱, 歌曲, 诗歌",n:100,4,1,zk gk,1405,851,song
row,row,rәu. rau,"n. an arrangement of objects or people side by side in a line
n. a long continuous strip (usually running horizontally)
n. a linear array of numbers, letters, or symbols side by side
n. a continuous chronological succession without an interruption","n. 排, 行, 街道, 划船, 吵闹
vt. 使成排, 划, 划船, 参加(赛船), 痛骂
vi. 划船, 划动, 争吵
[计] 行",v:8/n:92,2,1,zk gk cet4 cet6 ky toefl,1406,1843,row
acquire,acquire,ә'kwaiә,"v. locate (a moving entity) by means of a tracking system such as radar
v. win something through one's efforts","vt. 获得, 学到
[电] 目标锁定",v:100,3,1,gk cet4 cet6 ky toefl ielts,1407,2063,acquire
sleep,sleep,sli:p,"n. a natural and periodic state of rest during which consciousness of the world is suspended
n. a torpid state resembling deep sleep
n. a period of time spent sleeping
v. be asleep","n. 睡眠, 静止, 昏迷, 麻木, 长眠, 冬眠
vi. 睡觉, 睡眠, 静止
vt. 睡",n:34/v:66,4,1,zk gk ielts,1408,1172,sleep
insist,insist,in'sist,"v. be emphatic or resolute and refuse to budge
v. assert to be true","v. 坚持, 坚决主张, 强调",v:100,4,1,zk gk cet4 cet6 ky toefl,1411,1359,insist
feed,feed,fi:d,"n. food for domestic livestock
v. provide as food
v. give food to
v. feed into; supply","n. 饲料, 一餐, 饲养
vt. 喂, 饲养, 放牧, 靠...为生
vi. 吃东西, 用餐, 流入
[计] 送纸",n:11/v:89,4,1,zk gk cet4 cet6 ky toefl,1412,1317,feed
fairly,fairly,'fєәli,"r. without favoring one party, in a fair evenhanded manner
r. in conformity with the rules or laws and without fraud or cheating","adv. 美观地, 公平地, 相当地, 清楚地",r:100,3,1,gk cet4 cet6 ky toefl,1413,2157,fairly
wood,wood,wud,"n. the hard fibrous lignified substance under the bark of trees
n. United States film actress (1938-1981)
n. English conductor (1869-1944)
n. English writer of novels about murders and thefts and forgeries (1814-1887)","n. 木材, 木制品
vt. 植林于, 给...添加木柴
vi. 收集木材",n:100,4,1,zk gk cet4 cet6 ky ielts,1414,1236,wood
meal,meal,mi:l,"n. the food served and eaten at one time
n. any of the occasions for eating food that occur by custom or habit at more or less fixed times
n. coarsely ground foodstuff; especially seeds of various cereal grasses or pulse","n. 一餐, 膳食, 粗粉
vi. 进餐",n:100,3,1,zk gk ielts,1415,1710,meal
excellent,excellent,'ekslәnt,s. very good; of the highest quality,"a. 优良的, 杰出的, 出色的",j:100,4,1,zk gk cet4 cet6 ky toefl,1416,2123,excellent
tradition,tradition,trә'diʃәn,n. an inherited pattern of thought or action,"n. 传说, 传统, 交付
[法] 传统, 惯例, 移交",n:100,3,1,gk cet4 cet6 ky,1417,1243,tradition
internal,internal,in'tә:nәl,"a. happening or arising or located within some limits or especially surface
s. occurring within an institution or community","a. 内在的, 国内的
[医] 内的, 内部的",j:100,3,1,cet4 cet6 ky toefl ielts,1418,1728,internal
category,category,'kætigәri,n. a general concept that marks divisions or coordinations in a conceptual scheme,"n. 种类, 类项
[计] 分类",n:100,3,1,gk cet6 ky toefl ielts gre,1419,1461,category
tour,tour,tuә,"n. a journey or route all the way around a particular place or area
v. make a tour of a certain place","n. 旅游, 观光旅行, 任期
vi. 旅行, 周游, 巡回
vt. 周游, 观光, 游历, 使巡回演出",v:11/n:89,4,1,zk gk cet4 cet6 ky ielts,1420,1474,tour
interview,interview,'intәvju:,"n. the questioning of a person (or a conversation in which information is elicited); often conducted by journalists
v. conduct an interview in television, newspaper, and radio reporting
v. discuss formally with (somebody) for the purpose of an evaluation
v. go for an interview in the hope of being hired","n. 面谈, 访问, 接见, 面试
vt. 接见, 对...进行面谈(试)",v:28/n:72,4,1,zk gk cet4 cet6 ky ielts,1421,944,interview
dinner,dinner,'dinә,"n. the main meal of the day served in the evening or at midday
n. a party of people assembled to have dinner together","n. 晚餐, 正餐, 宴会",n:100,4,1,zk gk ielts,1422,1076,dinner
traffic,traffic,'træfik,"n. the aggregation of things (pedestrians or vehicles) coming and going in a particular locality during a specified period of time
n. buying and selling; especially illicit trade
n. the amount of activity over a communication system during a given period of time
v. deal illegally","n. 交通, 通行, 运输, 交通量, 贸易, 交易, 交往, 通信量
vi. 交易, 做买卖
vt. 用...作交换
[计] 通信量, 传输量",v:4/n:96,3,1,zk gk cet4 cet6 ky toefl ielts,1423,1712,traffic
football,football,'futbɒ:l,"n. any of various games played with a ball (round or oval) in which two teams try to kick or carry or propel the ball into each other's goal
n. the inflated oblong ball used in playing American football","n. 足球, 橄榄球",n:100,4,1,zk gk,1424,1534,football
exhibition,exhibition,.eksi'biʃәn,"n. the act of exhibiting
n. a collection of things (goods or works of art etc.) for public display","n. 表现, 展览会, 展览品
[医] 投药, 展览, 展出",n:100,3,1,gk cet4 cet6 ky toefl ielts,1426,2476,exhibition
launch,launch,lɒ:ntʃ,"n. a motorboat with an open deck or a half deck
v. propel with force
v. launch for the first time; launch on a maiden voyage
v. get going; give impetus to","n. 下水, 汽艇, 发射
vt. 使下水, 发射, 发动
vi. 起飞, 下水, 投入, 开始",n:20/v:80,4,1,cet4 cet6 ky toefl ielts,1427,1743,launch
consumer,consumer,kәn'sju:mә,n. a person who uses goods or services,"n. 消费者
[经] 消费者, 用户",n:100,4,1,cet4 cet6 toefl ielts,1428,1052,consumer
sheet,sheet,ʃi:t,"n. any broad thin expanse or surface
n. paper used for writing or printing
n. bed linen consisting of a large rectangular piece of cotton or linen cloth; used in pairs
n. a flat artifact that is thin relative to its length and width","n. 床单, 张, 纸张, 印刷品, 裹尸布, 薄片
vt. 盖上被单, 遍布
vi. 大片落下
a. 片状的, 成薄片的
[计] 工作表",v:1/n:99,3,1,gk cet4 cet6 ky toefl ielts,1430,1753,sheet
quick,quick,kwik,"n. any area of the body that is highly sensitive to pain (as the flesh underneath the skin or a fingernail or toenail)
s. accomplished rapidly and without delay
s. apprehending and responding with speed and sensitivity
s. easily aroused or excited","a. 快的, 迅速的, 敏捷的, 灵敏的, 急速的
adv. 快
n. 新长出的肉, 要害, 核心, 感觉敏锐部位",r:8/j:92,5,1,zk gk,1431,1303,quick
equally,equally,'i:kwәli,r. to the same degree (often followed by `as'),"adv. 相等地, 同样地, 平等地",r:100,1,1,,1432,2369,equally
promote,promote,prәu'mәut,"v. contribute to the progress or growth of
v. give a promotion to or assign to a higher position
v. be changed for a superior chess or checker piece
v. change a pawn for a better piece by advancing it to the eighth row, or change a checker piece for a more valuable piece by moving it to the row closest to your opponent","vt. 促进, 晋升, 创办, 推销
[经] 促进, 推广, 推销",v:100,4,1,gk cet4 cet6 ky toefl ielts gre,1433,1328,promote
bridge,bridge,bridʒ,"n. a structure that allows people or vehicles to cross an obstacle such as a river or canal or railway etc.
n. a circuit consisting of two branches (4 arms arranged in a diamond configuration) across which a meter is connected
n. something resembling a bridge in form or function
n. the hard ridge that forms the upper part of the nose","n. 桥, 舰桥, 桥梁, 桥牌
vt. 架桥于, 跨越
[计] 桥, 网桥, 桥接器",v:10/n:90,4,1,zk gk ielts,1434,1687,bridge
appearance,appearance,ә'piәrәns,"n. outward or visible aspect of a person or thing
n. the event of coming into sight
n. formal attendance (in court or at a hearing) of a party in an action
n. a mental representation","n. 出现, 露面, 外观, 外表, 出版
[计] 外观, 版面",n:100,4,1,gk cet4 ky ielts,1435,1684,appearance
soft,soft,sɒft,"a. yielding readily to pressure or weight
a. compassionate and kind; conciliatory
a. (of sound) relatively low in volume
a. not protected against attack (especially by nuclear weapons)","a. 软的, 温和的, 柔和的, 柔滑的, 温柔的, 软弱的, 坡度小的, 笨的, 纸币的
n. 柔软的东西, 笨人, 纸币
adv. 柔软地, 温和地",j:100,4,1,zk gk cet4 cet6 ky,1436,1374,soft
quiet,quiet,'kwaiәt,"a. characterized by an absence or near absence of agitation or activity
a. free of noise or uproar; or making little if any sound
s. not showy or obtrusive
a. of the sun characterized by a low level of surface phenomena like sunspots e.g.","n. 安静, 闲适, 平静
a. 安静的, 静止的, 寂静的, 朴素的, 从容的, 暗中的
vi. 平静下来
vt. 使平静, 使平息, 使安心, 安慰",j:93/v:3/n:4,4,1,zk gk,1437,1435,quiet
potential,potential,pә'tenʃәl,"n. the inherent capacity for coming into being
a. existing in possibility","n. 潜在性, 可能性, 潜力, 潜能, 势, 位
a. 有潜力的, 可能的, 潜在的",j:64/n:36,4,1,gk cet4 cet6 ky toefl ielts gre,1438,1260,potential
limit,limit,'limit,"n. the greatest possible degree of something
n. as far as something can go
n. the boundary of a specific area
n. the mathematical value toward which a function goes as the independent variable approaches infinity","n. 界限, 边界, 限度, 极限, 限制
vt. 限制, 限定",n:43/v:57,4,1,gk cet4 cet6 ky,1439,1348,limit
improvement,improvement,im'pru:vmәnt,"n. a change for the better; progress in development
n. the act of improving something
n. a condition superior to an earlier condition","n. 进步, 改善, 利用
[医] 改善, 好转, 进步",n:100,3,1,cet4 cet6 ky ielts,1440,1936,improvement
